,New York,California,Hawaii,Massachusetts,Virginia,New Hampshire
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0025308624118668293,0.0,0.0,0.0,0.0
6,0.01542134111076116,0.0075925872356004875,0.0,0.10155962209954787,0.0,0.0
7,0.23646056369833782,0.037962936178002435,0.21188356009582787,0.15959369187071806,0.011715749212203733,0.2206351202571723
8,2.4776954717956263,0.10629622129840682,0.9887899471138634,1.4798687791648404,0.023431498424407466,0.735450400857241
9,4.076374500277867,0.2910491773646854,2.1188356009582785,6.021034738758909,0.09372599369762986,1.1031756012858616
10,5.58766592913246,0.39481453625122537,2.6838584278804865,9.416027820372367,0.18745198739525973,3.677252004286205
11,5.330643577286441,0.34419728801388877,1.3419292139402432,13.2462764252696,0.2460307334562784,2.5740764030003436
12,3.6291556080657927,0.4631478213716298,0.9181620937485875,13.202750872941222,0.32804097794170456,3.1624367236861364
13,3.495503985105863,0.4859255830784312,0.2825114134611038,18.35327456513258,0.41005122242713066,3.530161924114757
14,2.0150552384727916,0.5188267944327,0.1412557067305519,12.33223982637367,0.4686299684881493,4.927517685743515
15,1.382780252931584,0.5416045561395014,0.1412557067305519,8.850195640103458,0.574071711397983,4.044977204714826
16,1.1360387951594055,0.5669131802581697,0.07062785336527595,8.748636018003909,0.5389244637613718,3.2359817637718606
17,0.8790164433133861,0.6883945760277775,0.07062785336527595,5.426185523604415,0.6443662066712054,4.1920672848862734
18,0.7556457144272969,0.7845673476787169,0.1412557067305519,7.645988692351676,0.5857874606101866,3.750797044371929
19,0.5037638096181979,0.8680858072703224,0.42376712019165574,2.6695672094738296,0.4686299684881493,2.794711523257516
20,0.4112357629536309,1.0300610016297995,0.8475342403833115,2.0602094768765427,0.3163252287295008,1.9121710422288267
21,0.37525263369518824,1.4020977761742235,1.2713013605749672,1.5233943314932181,0.32804097794170456,1.1767206413715856
22,0.37525263369518824,1.8146283493085167,1.2713013605749672,1.5233943314932181,0.32804097794170456,1.470900801714482
23,0.34440995147366593,2.371418079919219,2.3307191610541067,1.5669198838215959,0.36318822557831576,1.1031756012858616
24,0.47292112739667563,2.7004301934619064,2.7544862812457622,1.7990561629062765,0.6209347082467979,1.1767206413715856
25,0.4060953159167106,2.8927757367637854,1.9775798942277267,2.0311924419909575,0.527208714549168,1.323810721543034
26,0.3906739748059494,2.7915412402891127,6.073995389413732,2.4374309303891493,0.6677977050956128,1.6179908818859303
27,0.38553352776902905,2.1107392514969354,12.713013605749671,3.061297180429229,0.6209347082467979,1.470900801714482
28,0.37011218665826784,2.720677092756841,16.88005695430095,2.1617690989760905,0.6560819558834091,1.2502656814573097
29,0.37525263369518824,2.3030847947988144,23.307191610541068,0.0,0.574071711397983,1.1031756012858616
30,0.34440995147366593,1.7564185138355795,23.307191610541068,4.004350814210745,0.5623559621857792,0.8825404810286892
31,0.4060953159167106,1.498270547825163,24.43723726438548,2.4374309303891493,0.6209347082467979,1.0296305612001375
32,0.4112357629536309,1.1439498101638068,15.961894860552366,1.9731583722197872,0.5975032098223905,1.6179908818859303
33,0.4317975511013125,1.0249992768060658,11.582967951905257,2.422922412946356,0.6209347082467979,1.9121710422288267
34,0.4574997862859144,1.1034560115739374,10.523550151426118,2.234311686190053,0.5506402129735755,1.6179908818859303
35,0.5603087270243222,0.9743820285687292,10.099783031234463,3.5690952909269678,0.5037772161247606,1.9121710422288267
36,0.79676929072266,1.0072832399229978,8.899109524024771,4.265504128181011,0.4803457177003531,3.3830718439433087
37,0.8019097377595803,1.0199375519823322,8.828481670659494,6.36923915738593,0.702944952732224,4.559792485314895
38,0.8738759962764657,0.9440116796263273,7.7690638701803545,5.019947035206224,0.6326504574590016,4.11852224480055
39,1.0075276192363958,1.4248755378810247,8.263458843737286,7.834599419107978,0.702944952732224,5.295242886172136
40,1.2542690770085745,1.3717274272318214,8.616598110563668,8.676093430789948,0.7966709464298539,6.692598647800892
41,2.087021496989677,1.9411714699018578,9.887899471138633,13.957193779966435,0.9372599369762986,9.634400251229856
42,2.7449987177154864,3.0496892062995293,7.062785336527596,17.56981462322178,1.0895646767349472,19.783615783059783
43,3.248762527333685,4.168330392344668,10.170410884599738,18.35327456513258,1.5347631467986893,18.82753026194537
44,4.225447464348558,4.563144928595893,7.3452967499887,19.10771747215779,1.4293214038888555,27.80002515240371
45,5.70589621098163,8.081043681090787,9.181620937485874,33.96443933357737,2.1674136042576904,38.53760100491942
46,5.926935433569206,10.606844368133881,2.7544862812457622,33.601726397507555,2.214276601106506,41.920672848862736
47,6.147974656156783,13.064311770056571,0.0,29.96008851936662,2.3665813408651544,22.43123722614585
48,6.5283677368888915,9.80962270839583,0.0,3.714180465354893,2.2259923503187093,47.951366135892115
49,8.312102858700266,11.523016561229674,44.91931474031551,54.029718956959464,2.905505804626526,40.15559188680536
50,9.30934958386282,13.036472283526036,18.29261402160647,43.061279770208294,3.104673541233989,38.39051092474798
51,8.414911799438674,10.399313650360801,11.653595805270534,31.3674147113175,3.79590274475401,38.61114604500515
52,7.43308641538688,6.580242270853756,10.947317271617774,27.493640554091886,2.905505804626526,31.036006916175566
53,5.988620798012251,4.859255830784312,8.475342403833114,18.36778308257537,2.1791293534698943,23.240232667088815
54,5.04791899025582,3.5659851383203622,6.780273923066492,19.31083671635689,2.108834858196672,18.901075302031092
55,4.544155180637622,2.3182699692700153,4.520182615377661,12.419290931030426,1.6167733912841151,19.415890582631164
56,4.045531818056345,1.7133938528338433,5.014577588934593,11.055490291407924,1.1832906704325772,16.694724099459368
57,4.343677746197727,2.621973458694035,4.308299055281834,9.865791861098936,0.9724071846129099,13.09101713525889
58,4.11749807657323,0.8022833845617849,5.014577588934593,9.532095959914706,0.8201024448542613,10.884665932687167
59,4.138059864720912,0.6605550894972424,5.438344709126249,10.417115523925053,0.8201024448542613,13.605832415858957
60,4.317975511013125,0.549197143375102,7.133413189892871,12.201663169388537,0.9021126893396875,15.591548498173509
61,4.6983685917452345,0.1214813957696078,9.746643764408082,14.711636686991648,0.9021126893396875,19.26880050245971
62,4.271711487680841,0.8984561562127245,9.181620937485874,14.116787471837153,0.8669654417030763,20.29843106365985
63,3.947863324354857,0.9516042668619277,8.475342403833114,13.376853082254733,0.9724071846129099,22.06351202571723
64,3.3155883388136496,0.6782711263803102,7.839691723545632,10.765319942552074,0.8318181940664651,18.092079861088127
65,2.241234908097289,0.5390736937276346,7.4865524567192505,8.734127500561117,0.6677977050956128,14.782553057230544
66,1.7683137807006133,0.5213576568445668,9.181620937485874,6.673918023684574,0.5623559621857792,11.546571293458683
67,1.2748308651562559,0.5011107575496322,7.627808163449804,5.063472587534601,0.41005122242713066,11.10530105294434
68,0.9664040429410328,0.4074688483105595,7.627808163449804,2.858177936230133,0.2811779810928896,7.35450400857241
69,0.6785390088734911,0.36191332489695655,4.73206617547349,2.9307205234440956,0.2460307334562784,4.339157365057722
70,0.4112357629536309,0.4175922979580268,27.898002079284,1.1606813954234043,0.15230473975864853,2.941801603428964
71,0.3289886103629047,0.2859874525409517,4.9439497355693165,1.1316643605378192,0.12887324133424108,2.206351202571723
72,0.24674145777217857,0.26827141565788387,5.2264611490304205,0.5368151453833244,0.09372599369762986,1.6179908818859303
73,0.19019654036605432,0.296110902188419,3.8845319350901772,0.4932895930549468,0.08201024448542614,1.323810721543034
74,0.1953369874029747,0.21765416742054733,4.02578764182073,0.4497640407265691,0.10544174290983362,1.1767206413715856
75,0.23646056369833782,0.4631478213716298,4.590810468742937,0.5077981104977394,0.10544174290983362,1.0296305612001375
76,0.40095486887979015,0.8351845959160537,6.497762509605388,1.044613255881064,0.175736238183056,1.470900801714482
77,0.6322749855412076,1.4122212258216906,12.57175789901912,2.1327520640905053,0.2928937303050933,1.8386260021431025
78,1.0280894073840774,2.1841342614410735,18.71638114179813,3.670654913026516,0.4569142192759456,2.86825656334324
79,1.5729767932976386,2.9256769481180545,38.7746914975365,5.687338837574681,0.7849551972176502,5.73651312668648
80,2.169268649580403,3.495120990788091,53.465284997513905,7.500903517923749,1.0661331783105397,7.501594088743858
81,1.8094373569959763,2.7890103778772457,53.747796410975,5.614796250360718,0.9255441877640951,7.648684168915307
